Doctor Identifier,Provider Type,Number of Beneficiaries,Services by Beneficiary,Total Submitted Charge Amount By Benificiary,Total Allowed Amount By Benificiary,Total Payment Amount By Benificiary,Total Standardized Payment Amount By Benificiary,Number of Drug Services By Benificiary,Total Drug Submitted Charge Amount By Benificiary,Total Drug Allowed Amount  By Benificiary,Total Drug Payment Amount  By Benificiary,Total Drug Standardized Payment Amount By Benificiary,Number of Medical Services,Percent Atrial Fibrillation,Percent Alzheimerâ€™s Disease or Dementia ,Percent Asthma ,Percent Cancer ,Percent Heart Failure ,Percent Chronic Kidney Disease,Percent Chronic Obstructive Pulmonary Disease,Percent Depression ,Percent Diabetes ,Percent Hyperlipidemia ,Percent Hypertension ,Percent Ischemic Heart Disease ,Percent Osteoporosis ,Percent Rheumatoid Arthritis or Osteoarthritis ,Percent Schizophrenia or Other Psychotic Disorders ,Percent Stroke ,Average HCC Risk Score of Beneficiaries 
202508197,Diagnostic Radiology,120,25.625,1018.866667,661.4949167,505.0010833,532.4773333,0,0,0,0,0,3075,2.42,2.99,2.49,12,3.82,13,2.94,15,19,53,56,25,9,67,1.76,0,0.9
147494719,Surgical Oncology,575,5.290434783,1362.113043,444.9107304,327.2933739,305.6569565,0,0,0,0,0,3042,13,8,7,9,15,19,10,20,26,57,63,28,10,37,2,4,1.11
985446994,Optometry,151,1.052980132,816.6225166,77.4313245,60.70668874,61.17033113,0,0,0,0,0,159,14,8,11,13,13,25,13,13,30,64,71,40,11,33,0.06,0.13,1.16
243899566,Physical Therapist,55,1.072727273,376.8909091,94.38418182,73.77054545,81.71836364,0,0,0,0,0,59,0.3,0.3,0.31,0.22,22,36,0.36,33,0.55,60,67,45,0.18,75,0.17,0.14,1.51
225038445,Ophthalmology,791,2.768647282,437.5461441,139.2645891,107.339823,96.89945638,0,0,0,0,0,2190,13,4,16,29,15,29,14,25,28,50,65,32,11,32,4,4,1.46
817259108,Pulmonary Disease,138,2.072463768,54.74326087,54.44398551,53.355,59.99347826,1.036231884,36.7407971,36.44152174,35.71021739,35.71021739,143,9,8,9,12,2.33,12,2.11,11,17,46,51,18,1.48,28,0.68,0.69,0.85
208545186,Internal Medicine,30,1.466666667,282.6666667,96.44933333,65.22966667,77.49333333,0,0,0,0,0,44,0.2,0.22,0.21,0.15,0.31,0.4,0.24,43,0.37,0.65,43,0.44,0,0.47,0.13,0.1,0.88
125008868,Orthopedic Surgery,97,2.360824742,442.185567,218.8304124,162.2582474,172.6309278,0,0,0,0,0,229,16,29,18,15,24,40,19,75,28,55,67,37,0.55,37,38,15,1.84
647650703,Otolaryngology,454,28.55506608,1435.008811,564.5919163,439.8845374,408.7561233,24.85242291,651.1872247,241.4635242,189.251696,189.251696,1681,23,43,17,31,61,63,39,37,69,65,75,75,11,48,16,14,3.39
662887210,Diagnostic Radiology,350,3.437142857,617.5542857,314.2794286,241.9346,228.3160571,0.214285714,15.91428571,3.165285714,2.693771429,2.693771429,1128,20,19,15,12,25,35,17,36,25,57,73,33,15,70,7,8,1.71
118019180,Nurse Practitioner,428,10.91121495,562.1986215,474.383972,393.4097196,379.3610748,0.682242991,85.7710514,71.87065421,70.40102804,70.40102804,4378,11,8,8,9,9,27,7,20,20,51,52,22,5,25,5,5,1.04
499339684,Internal Medicine,14,22.57142857,2835.714286,1818.226429,1413.652857,1382.990714,0,0,0,0,0,316,0.63,0,0.63,0.48,0.96,1.22,0,75,1.18,2.11,2.47,1.38,0,1.5,0,0.3,1.13
785279319,General Surgery,581,3.946643718,675.6540448,195.1200172,152.1110499,144.5813425,0,0,0,0,0,2293,18,9,15,16,29,49,19,27,29,55,74,39,13,37,4,8,2.41
594717510,Anesthesiology,81,6.567901235,688.0864198,368.5208642,266.8666667,261.451358,0,0,0,0,0,532,1,1.03,21,0.78,1.5,16,17,69,30,36,44,15,0.59,26,41,0.46,1.21
633296889,Physical Therapist,12,13.5,871.6666667,451.8483333,329.4058333,338.2983333,0,0,0,0,0,162,0,0,0,0.13,0.28,0.35,0.21,0.4,0.33,0.59,0.69,0.39,0,0.42,0,0,0.82
481223587,Pathology,299,1.257525084,311.0334448,188.4902676,147.7830435,168.7503679,0,0,0,0,0,376,2.8,7,29,1.89,4.44,12,16,75,21,25,43,16,1.58,16,75,1.36,1.45
777056110,Internal Medicine,1834,3.598146129,275.2878953,61.53815158,48.51277535,45.83803162,2.07742639,6.406761178,0.347153762,0.272142857,0.272142857,2789,16,13,19,15,23,30,22,27,31,61,73,32,13,44,6,7,1.46
370181072,Family Practice,18,7.777777778,1622.777778,600.9055556,457.0722222,457.8888889,0,0,0,0,0,140,0,0.3,0,0.21,0,0.54,0.33,75,0.52,0.92,1.08,0.61,0,0.66,0.17,0.13,1.3
935885002,Pathology,162,2.135802469,527.3271605,155.7585185,114.7817284,112.3271605,0,0,0,0,0,346,20,17,12,14,57,75,20,44,60,52,75,65,10,36,10,10,5.9
279479459,General Surgery,275,1.585454545,443.9927273,205.9341818,159.0094545,158.8689091,0.098181818,7.818181818,7.238472727,6.364327273,6.364327273,409,24,65,19,12,44,57,23,54,40,63,75,48,13,43,24,17,2.11
602919710,Clinical Psychologist,2563,3.25751073,381.1459227,184.7888412,128.6473976,124.6927351,0,0,0,0,0,8349,15,5,9,15,10,17,9,16,16,67,70,29,10,45,1,5,1.04
879628425,Internal Medicine,806,2.136476427,713.3970223,233.0807568,178.038871,176.4569603,0.062034739,5.219602978,2.652890819,2.582183623,2.582183623,1672,26,26,21,15,42,49,30,41,38,69,75,52,17,53,8,11,2.05
698003696,Diagnostic Radiology,46,4.152173913,614.5652174,345.0913043,269.1558696,330.371087,0,0,0,0,0,191,33,75,0.85,0.47,30,33,33,67,1.42,61,75,39,0.43,70,0.65,0.39,1.82
211678058,Physician Assistant,2095,5.947016706,367.0195704,254.2251933,191.7047828,187.9682243,0,0,0,0,0,12459,27,60,19,14,50,48,27,48,31,50,75,52,20,48,17,12,2.2
454985392,Clinical Psychologist,37,9.432432432,1886.486486,1202.837297,937.8605405,942.6854054,0,0,0,0,0,349,1.24,1.41,1.25,0.91,1.92,2.42,1.48,75,2.31,49,46,30,0.71,38,0.82,0.59,1.24
539798227,Podiatry,262,13.13358779,5142.15458,876.6825573,672.795916,543.9985496,8.454198473,43.02290076,10.69870229,8.377938931,8.377938931,1226,9,6,9,12,11,28,14,27,29,59,65,28,7,75,0,4,1.18
364957921,Internal Medicine,180,1.255555556,1249.866667,165.2068889,129.5228333,130.1710556,0,0,0,0,0,226,21,12,24,14,26,37,26,34,34,72,75,47,17,53,0.16,11,1.6
298983494,Orthopedic Surgery,147,1.006802721,577.7959184,134.0284354,105.567415,106.9259184,0,0,0,0,0,148,19,12,17,12,30,43,18,30,37,60,75,39,9,38,7,7,1.98
159379133,Licensed Clinical Social Worker,135,23.5037037,1473.555556,621.0251852,478.6783704,467.8881481,0,0,0,0,0,3173,16,1.91,14,15,16,21,13,18,21,75,75,37,9,69,1.04,0.82,1.26
286745429,Ophthalmology,209,1.038277512,840.3157895,175.9077512,133.9748804,124.2327751,0,0,0,0,0,217,15,19,22,12,33,35,20,34,38,65,75,55,10,48,9,15,1.48
149246757,Nurse Practitioner,183,3.180327869,192.8653552,175.3038251,120.5989617,116.0589617,0,0,0,0,0,582,7,1.51,11,1.25,7,16,9,27,36,55,58,14,8,29,7,0.71,0.99
177479085,Physical Therapist,185,2.102702703,506.4324324,202.3483243,149.9863784,144.6140541,0,0,0,0,0,389,11,11,15,70,18,32,11,30,37,37,68,24,12,24,0.66,7,1.86
213556234,Internal Medicine,745,12.40402685,2015.605369,981.0710872,764.3826309,716.9415705,0.848322148,213.4939597,137.3221879,107.7778523,107.7778523,8609,8,7,10,9,10,19,8,22,25,50,58,23,11,41,2,4,1.13
532447132,Ambulance Service Supplier,92,2.456521739,511.0543478,175.9831522,132.5725,132.0718478,0,0,0,0,0,226,0.61,0.59,20,0.49,0.91,1.18,0.71,36,24,34,45,1.35,0.37,27,0.32,0.28,1.04
294021666,Emergency Medicine,142,3.88028169,981.5704225,290.5811268,231.7643662,216.9390845,0.330985915,31.97183099,25.95211268,25.3028169,25.3028169,504,1.85,1.34,1.75,15,8,12,1.92,28,13,34,49,8,13,39,0.58,0.67,0.81
458866909,Internal Medicine,55,17.87272727,967.8181818,569.2627273,425.2221818,411.5212727,0,0,0,0,0,983,0.86,0.9,0.84,0.67,1.28,1.65,0.97,36,25,53,56,1.89,0.51,56,0.48,0.39,0.92
193217981,Diagnostic Radiology,243,3.382716049,474.8888889,165.9431687,122.3441152,120.8902881,0.255144033,5.21399177,0.323662551,0.280576132,0.280576132,760,12,9,19,10,16,30,19,23,26,49,61,25,11,37,0.84,0.75,1.27
680870337,Chiropractic,82,1.219512195,902.9237805,203.6641463,155.1134146,166.4508537,0,0,0,0,0,100,0.56,17,22,0.41,32,38,18,45,51,71,75,45,0.33,32,0.36,0.27,1.87
388762195,Licensed Clinical Social Worker,1522,1.478975033,153.3206307,41.47737188,31.94447438,31.17159658,0,0,0,0,0,2251,23,20,26,18,37,48,25,46,36,57,75,59,15,45,12,13,2.21
371700303,Emergency Medicine,60,1.033333333,711.7576667,77.07883333,58.4095,69.3875,0,0,0,0,0,62,0.2,0.2,18,0.14,0.31,23,0.25,43,30,37,42,0.43,0,32,18,0,1
383735675,General Surgery,79,8.088607595,705.2658228,262.5974684,192.3841772,184.8665823,0,0,0,0,0,639,15,0.6,0.62,0.51,0.92,20,0.7,33,15,59,54,22,14,54,0.31,0.29,1.17
446106259,Psychiatry,46,14.32608696,622.4684783,611.3332609,446.8108696,431.6217391,0,0,0,0,0,659,0.92,0.96,0.9,0.71,1.37,1.76,1.05,1.92,24,41,52,26,0.54,48,0,0.42,1.01
755330572,Physical Therapist,468,2.164529915,472.982906,105.0299573,82.25113248,75.53074786,0,0,0,0,0,1013,11,5,12,19,16,26,18,26,33,68,71,31,7,50,3,4,1.27
531732686,Podiatry,114,1.00877193,1002.236842,150.6169298,118.0837719,117.4640351,0,0,0,0,0,115,16,10,20,14,20,32,18,32,22,64,75,37,13,61,0.15,0.17,1.55
805449146,Emergency Medicine,652,6.547546012,1617.075153,631.4333282,474.0266258,473.4043405,1.550613497,28.37423313,18.68409509,13.9659816,13.9659816,3258,21,14,16,13,47,75,25,29,63,75,75,53,9,37,8,8,3.25
309771605,Nurse Practitioner,291,1.003436426,588.2164948,140.351134,110.0346392,109.7641581,0,0,0,0,0,292,15,7,13,18,15,32,12,31,26,49,66,28,10,42,4,4,1.35
126016918,Family Practice,489,2.705521472,390.4805726,98.87607362,77.45,71.54556237,0,0,0,0,0,1323,18,11,16,18,21,34,25,28,34,69,75,35,6,44,5,5,1.55
209285687,Anesthesiology,55,1.436363636,89.67272727,81.00072727,52.43418182,65.24854545,0,0,0,0,0,79,0.38,0.42,0.4,0.27,0.59,31,0.46,35,45,31,58,0.82,0.22,0.88,0.25,0,1.15
859202828,Physical Therapist,14,2.928571429,738.2142857,301.3914286,236.2964286,234.0007143,0,0,0,0,0,41,0.13,0.13,0.13,0.1,0.2,0.25,0.15,0.27,0.25,0.44,0.52,0.29,0.08,0.32,0.07,0.06,2.52
113705131,Mass Immunization Roster Biller,244,2.336065574,777.5614754,284.4958197,223.0475,215.5267213,0,0,0,0,0,570,33,42,21,22,54,69,33,49,45,68,75,59,19,43,23,11,2.82
373563472,Internal Medicine,884,1.673076923,997.1515837,235.0502262,181.1851018,181.9352602,0,0,0,0,0,1479,25,11,19,18,43,50,21,28,43,72,75,75,9,40,4,13,2.06
492371559,Internal Medicine,72,1.791666667,3973.013889,891.0325,700.8486111,699.8597222,0,0,0,0,0,129,0.88,0.96,0.92,0.68,36,75,1.08,26,49,61,75,46,0.5,29,0.56,0.43,6.08
307290283,Internal Medicine,235,2.327659574,493.3914894,261.8434043,192.7033191,178.5484681,0,0,0,0,0,547,8,8,9,12,12,18,9,24,21,55,62,22,8,40,0.99,0.97,1.06
985494052,Allergy/Immunology,371,1.819407008,830.148248,240.1797305,178.4371159,171.5615903,0,0,0,0,0,675,25,28,15,14,30,41,18,39,30,65,75,49,11,42,13,57,1.99
436437430,Physician Assistant,54,3.055555556,1273.407407,375.4568519,260.8531481,245.8394444,0,0,0,0,0,165,0,44,0.56,0.47,0.82,1.08,0,59,1.06,31,2.3,1.26,0.34,1.43,35,0,0.97
196384929,Nurse Practitioner,3415,0.274963397,352.8666764,143.6090073,109.9659473,110.7823104,0.052708638,0.389897511,0.182679356,0.140644217,0.140644217,759,13,10,20,10,15,22,23,34,30,50,65,33,8,65,5,5,1.29
466799674,Centralized Flu,47,1.617021277,407.3191489,160.1595745,124.6759574,119.7676596,0,0,0,0,0,76,0.28,0.25,0.28,0.23,0.41,28,0.32,43,36,43,75,28,0.17,51,0,0.13,1.65
805732140,Hematology/Oncology,60,2.016666667,863.85,257.5081667,189.1505,177.462,0,0,0,0,0,121,0.44,0.38,0.43,0.38,0.64,0.84,0.49,28,28,50,65,27,0.27,40,0.19,0.2,1.71
473925079,Cardiology,160,1.93125,10136.65894,5390.352813,3834.758938,4569.977,0.2,2.4125,0.0669375,0.06,0.06,277,8,1.37,28,8,8,24,13,34,43,59,73,27,7,39,0.8,0.59,2.91
374177006,Optometry,18,89.88888889,19112.5,5820.465,4503.860556,4461.968333,0,0,0,0,0,1618,1.59,1.87,1.61,1.19,2.5,3.14,1.91,75,2.97,5.18,6.07,3.49,0.9,3.78,1.07,0.77,1.09
797764523,Cardiology,521,1.936660269,383.5758157,165.7935317,116.4366219,115.2602495,0.067178503,1.980806142,0.724587332,0.568023033,0.568023033,974,7,5,14,9,11,20,15,26,27,56,62,24,8,32,4,5,1.1
487243511,Cardiology,96,1.354166667,466.3333333,115.5125,90.28739583,103.419375,0,0,0,0,0,130,22,29,26,25,34,46,31,57,43,65,75,59,21,58,13,45,2
993537007,Nurse Practitioner,480,3.920833333,507.2708333,227.392125,187.4653333,183.713,0.508333333,52.4875,40.42116667,39.53760417,39.53760417,1638,15,8,8,9,13,17,10,17,26,66,60,27,10,30,4,4,1.08
618638116,Orthopedic Surgery,109,6.119266055,1267.366972,407.9447706,304.313945,296.6327523,0,0,0,0,0,667,1.08,10,10,0.87,16,23,1.25,75,29,28,48,27,10,32,24,0.5,1.98
843379131,Family Practice,163,1.196319018,2659.038037,422.4834969,329.5177914,327.2357669,0,0,0,0,0,195,13,13,18,28,25,41,20,44,31,59,70,40,13,42,0.29,12,2.16
347509240,Physical Therapist,70,17.58571429,1003.214286,823.328,591.5112857,607.3267143,0,0,0,0,0,1231,2.03,0,2.06,1.46,16,3.95,2.41,20,19,51,57,23,1.17,49,0,0.96,1
604555091,Nurse Practitioner,45,1.511111111,415.1333333,144.6971111,106.7491111,110.1153333,0,0,0,0,0,68,0.3,0.3,0.31,0.23,42,64,31,42,36,40,60,47,0.18,24,0.17,0.14,2.54
392042976,Family Practice,1409,5.574166075,1342.161817,792.535763,593.4942725,555.4913556,0.099361249,2.50887154,1.616607523,1.26740951,1.26740951,7714,11,6,10,12,12,18,11,17,20,55,62,26,6,34,3,4,1.03
718725621,Diagnostic Radiology,334,3.284431138,941.511976,293.8817066,217.394521,195.8516766,0,0,0,0,0,1097,13,8,12,13,14,22,11,28,21,51,57,28,12,39,5,14,1.42
341205578,Internal Medicine,158,7.107594937,939.5189873,586.7060127,459.9832911,456.0024684,0,0,0,0,0,1123,25,61,25,15,51,56,33,65,38,53,75,62,11,42,23,12,2.27
760970402,Internal Medicine,347,6.844380403,909.4899135,403.0948703,326.7654467,308.9054467,1.708933718,101.5850144,70.49221902,65.97556196,65.97556196,1782,11,8,11,10,14,21,12,26,24,52,65,24,12,37,4,3,1.14
218893744,CRNA,126,1.30952381,547.6031746,130.2413492,89.68928571,93.10071429,0,0,0,0,0,165,16,17,23,13,30,32,18,34,32,48,70,45,17,45,11,0.35,1.83
698425411,Internal Medicine,165,8.860606061,1199.412121,696.2352727,540.4283636,532.9760606,0,0,0,0,0,1462,3.09,3.36,26,2.37,7,10,16,75,25,35,48,18,1.8,19,75,1.46,1.43
448352572,Internal Medicine,41,46.92682927,2871.829268,1411.941463,1085.826829,1028.571707,0,0,0,0,0,1924,1.07,1.11,1.01,0.87,1.58,2.04,1.18,27,2.04,68,66,2.38,0.64,75,0,0.49,0.98
241610632,General Surgery,19,1.368421053,435.7894737,191.9389474,130.4047368,130.4789474,0,0,0,0,0,26,0.18,0,0.18,0.14,0.27,0.34,0.21,0.37,0.33,63,68,0.39,0.11,0.44,0,0,0.93
626376871,Physical Therapist,38,18.39473684,2476.447368,1920.221579,1497.596053,1504.509474,0,0,0,0,0,699,2.04,2.36,2.06,1.49,3.17,3.98,2.44,75,3.8,50,55,4.42,1.16,50,1.36,0.98,1.36
148020156,Hematology/Oncology,164,5.554878049,767.1829268,324.3135366,260.0571341,255.6955488,0.817073171,112.2378049,56.58146341,55.33286585,55.33286585,777,9,3.09,8,8,9,25,16,23,23,59,68,25,12,32,1.41,1.4,1.19
869438548,Licensed Clinical Social Worker,65,12.67692308,507.0769231,420.0196923,314.1086154,311.0292308,0,0,0,0,0,824,0.91,0.98,0.9,0.69,1.37,1.75,1.05,31,20,45,49,26,0.53,54,0.54,0.42,1.16
358984577,Nurse Practitioner,241,2.65560166,832.966805,368.4446473,277.8269295,282.576473,0,0,0,0,0,640,10,9,17,15,20,32,21,32,36,49,73,27,10,34,6,1.4,1.8
465281442,Clinical Psychologist,105,3.99047619,520.5238095,265.2873333,197.4168571,236.9885714,0,0,0,0,0,419,1.41,1.78,1.51,0.9,2.27,10,10,75,20,40,45,11,0.78,40,10,0.69,1.22
863032791,Internal Medicine,245,1.359183673,1662.530612,237.7413061,186.2676327,187.4681224,0,0,0,0,0,333,30,10,17,20,31,44,25,32,30,72,75,46,15,49,8,6,1.95
631251195,Licensed Clinical Social Worker,19,1,412.5263158,116.5447368,89.22894737,86.03210526,0,0,0,0,0,19,0.1,0.08,0.1,0,0.14,0.19,0.11,0.19,0.19,0.35,75,0.22,0.06,0.25,0.04,0.04,2.72
674171301,General Surgery,255,3.48627451,516.9019608,249.8305882,167.8787059,173.1944706,0.490196078,10.82352941,8.039294118,7.458705882,7.458705882,764,5,3.35,5,8,6,11,3.86,15,15,41,35,13,5,28,1.82,1.5,0.71
832788398,Nurse Practitioner,1540,1.621428571,206.6727273,46.52904545,35.5555,33.92459091,0,0,0,0,0,2497,14,11,18,14,21,30,13,32,29,52,71,34,16,75,5,7,1.62
324138128,Mass Immunization Roster Biller,15,1.733333333,429.4,260.05,196.194,196.3746667,0,0,0,0,0,26,0.16,0,0.16,0.12,0.24,0.3,0.18,0.33,0.29,0.53,0.62,0.34,0,0.38,0,0.07,0.74
116302686,Emergency Medicine,128,5.75,921.5625,523.2508594,395.7763281,385.8976563,0.40625,10.4296875,5.78046875,5.615546875,5.615546875,684,15,15,9,20,11,23,10,17,25,73,75,26,10,37,1.2,1,1.08
931739811,Clinical Laboratory,14,3.357142857,598.7857143,166.0328571,125.7721429,116.8978571,0,0,0,0,0,47,0.07,0,0.07,0.06,0.1,0.14,0.08,0.13,0.14,0.26,0.31,0.17,0.05,0.19,0,0.03,1.13
405600117,Internal Medicine,27,2.518518519,1238.555556,273.1322222,209.8677778,201.9807407,0,0,0,0,0,68,41,44,0.16,0.14,44,56,0.18,44,44,56,75,52,0.1,0.41,0.07,52,2.76
470230657,Physical Therapist,481,2.253638254,2232.681913,619.2410811,474.7630977,463.4705821,0.424116424,2.274428274,0.7895842,0.56043659,0.56043659,880,11,6,13,14,11,16,10,26,20,52,66,26,11,75,3.29,3,1.04
644430382,Pathology,244,1.540983607,354.3565574,95.12397541,68.87356557,67.16139344,0,0,0,0,0,376,11,6,11,43,19,35,11,20,22,49,68,29,11,33,0.54,6,2.62
558668592,Physician Assistant,173,2.335260116,350.4450867,206.4775723,151.9908671,151.1510405,0,0,0,0,0,404,9,6,15,43,14,35,13,43,18,35,65,35,11,31,0.85,0.71,3.04
197276256,Hospice and Palliative Care,24,13.125,2148.541667,1284.865417,886.5458333,955.8070833,0,0,0,0,0,315,0,1.42,1.22,0,0,2.29,1.43,71,2.15,50,54,2.5,0,2.68,0.84,0,1.03
317649819,Internal Medicine,760,1.209210526,805.7868421,171.0002105,129.4228289,128.30575,0,0,0,0,0,919,26,28,23,18,34,43,26,44,31,65,75,47,11,40,22,11,1.96
390844915,Internal Medicine,2586,1.482985305,122.121423,40.17034416,30.85992653,30.75650039,0,0,0,0,0,3835,20,19,22,14,29,38,26,36,29,60,72,38,14,42,10,11,1.72
441705959,Chiropractic,134,1.059701493,794.4264925,128.8407463,101.745597,102.1592537,0,0,0,0,0,142,21,11,15,16,28,43,16,26,34,55,75,43,10,51,8,0.22,1.78
282372986,Physical Therapist,103,1.388349515,531.8932039,268.9321359,210.5720388,202.231068,0,0,0,0,0,143,16,0.87,20,17,20,38,25,16,33,69,75,32,12,41,0.46,11,1.87
403867067,Chiropractic,16,1,260.375,77.3925,60.675,57.418125,0,0,0,0,0,16,0,0.05,0.06,0,0.09,0,0.07,0.11,0.11,0,0.25,0.14,0,0,0.02,0,0.79
137496640,Cardiology,39,2.153846154,56.56897436,56.26641026,55.14153846,69.5574359,1.076923077,44.35230769,44.04974359,43.16564103,43.16564103,42,0.68,0.54,0.66,0.59,0.8,1.25,0.73,1.37,31,75,62,31,0.5,28,0.25,0,0.89
914897194,Plastic and Reconstructive Surgery,1700,3.322352941,750.8500118,228.0699647,172.8807941,171.8503706,0.035294118,3,1.862594118,1.460247059,1.460247059,5588,43,17,20,16,46,47,23,32,38,72,75,60,13,41,7,9,1.99
582955952,Nurse Practitioner,341,2.076246334,59.05120235,58.67868035,57.50501466,64.01771261,1.038123167,40.77146628,40.39894428,39.58841642,39.58841642,354,8,4,7,8,5,12,6,11,19,43,53,16,9,28,1.78,1.83,0.85
498206325,Physical Therapist,112,2.160714286,83.53383929,77.36410714,75.81839286,76.809375,1.080357143,50.92866071,50.81848214,49.80044643,49.80044643,121,1.98,1.4,12,1.81,2.21,11,13,25,25,51,54,20,1.51,30,0.58,0.65,0.98
502269289,Otolaryngology,36,1.638888889,315.5555556,78.13166667,56.52333333,64.91694444,0,0,0,0,0,59,0.2,0.2,0.21,0.15,75,56,0.24,0.42,47,50,64,64,0.12,0.47,0.11,0.09,3.86
512987635,Diagnostic Radiology,35,1.657142857,700.5885714,161.806,126.8568571,140.2054286,0,0,0,0,0,58,0.23,0.25,43,0.16,40,43,40,57,37,74,75,57,0.13,75,0.15,40,1.92
438825388,Internal Medicine,734,2.640326975,489.6525886,255.7933106,199.8138283,195.5282561,0,0,0,0,0,1938,31,31,27,21,50,57,40,49,37,63,75,54,12,45,16,16,2.44
497292337,Neurology,66,2.060606061,490.7727273,194.0957576,135.7451515,135.5028788,0,0,0,0,0,136,0.53,0.52,26,0.41,26,50,24,36,38,33,65,39,0.31,26,0.29,0.24,1.79
408273671,Certified Clinical Nurse Specialist,11,13.45454545,1472.727273,888.8081818,660.42,663.7509091,0,0,0,0,0,148,0.3,0.33,0.3,0,0.46,0.58,0.35,0.65,0.55,0.97,1.14,0.64,0,0.7,0.19,0.14,1.1
374887093,Podiatry,190,8.263157895,346.4368421,289.5578421,233.7237895,225.7517368,0.521052632,38.61052632,33.48294737,32.69794737,32.69794737,1471,3.34,7,11,6,11,19,11,36,26,41,46,15,8,23,13,1.25,1.07
997485936,Cardiology,59,6.610169492,297.4576271,195.6318644,142.2230508,136.350339,0,0,0,0,0,390,0.48,0,0.47,0.39,0.7,0.91,0.53,0.94,19,54,61,22,0.29,49,0,0,1.14
382870991,Physician Assistant,141,2.723404255,767.8512057,194.6769504,144.2186525,164.4782979,0.539007092,87.18099291,35.54843972,27.85361702,27.85361702,308,1.1,10,13,9,16,28,18,36,29,70,72,25,11,75,0.74,0.52,1.18
833389505,Internal Medicine,193,4.823834197,1179.430052,356.4623316,270.5460104,301.9554922,0,0,0,0,0,931,21,61,30,13,44,60,37,65,51,56,75,48,13,46,46,20,3.41
891972332,CRNA,182,3.554945055,1286.587912,409.0185714,325.5273626,318.2993407,0.450549451,63.3956044,46.50576923,45.38681319,45.38681319,565,14,10,20,7,50,75,19,38,49,52,75,52,19,29,1.41,9,4.16
701608892,Physical Therapist,331,2.812688822,2422,435.6250151,336.502145,330.257432,0,0,0,0,0,931,17,16,21,18,29,34,24,28,35,61,74,50,9,40,10,6,1.68
211861211,Optometry,33,2.96969697,729.0606061,269.9684848,211.6478788,209.1169697,0,0,0,0,0,98,0.27,0.27,0.27,0.22,55,75,0.32,67,42,67,75,67,0.16,52,0.15,0.13,2.98
653851572,Independent Diagnostic Testing Facility,320,2.4875,859.4125,314.9791563,224.0488438,217.4569063,0,0,0,0,0,796,9,8,12,11,12,26,9,27,28,44,61,27,13,41,3,6,1.4
929644598,Internal Medicine,154,1.435064935,719.5584416,159.659026,122.2307143,126.6968182,0,0,0,0,0,221,19,30,21,14,35,34,27,48,37,68,75,48,14,58,25,39,1.99
804289404,Medical Oncology,17,4.588235294,474.8823529,316.0588235,213.1770588,208.5352941,0,0,0,0,0,78,0,0.23,0.23,0.18,0.34,0.43,0.26,75,0.42,0.77,0.9,0.5,0.13,0.55,0.12,0.1,1.03
463652855,Licensed Clinical Social Worker,282,6.187943262,1091.634752,501.1698582,371.2845035,362.9934043,0.482269504,23.79432624,10.75439716,10.46734043,10.46734043,1609,5,18,16,4,11,32,9,44,39,52,67,16,4,29,16,2.12,1.42
181500769,Family Practice,66,1.227272727,462.7219697,117.2533333,91.575,91.96106061,0,0,0,0,0,81,0.31,23,27,0.25,0.46,0.6,24,75,18,38,58,20,0.19,29,61,0.14,1.4
136594412,Internal Medicine,886,2.677200903,740.4424379,208.0383747,156.3161738,148.2784199,0,0,0,0,0,2372,34,8,15,16,43,37,18,20,25,67,75,70,12,40,3,11,1.78
202462224,Nurse Practitioner,78,3.41025641,1055.564103,310.4496154,243.4032051,235.2826923,0,0,0,0,0,266,40,22,23,17,60,71,31,46,49,73,75,69,0.34,46,0.28,24,3.09
872272428,Physician Assistant,116,9.189655172,1501.078448,585.542069,436.5711207,440.9006897,0,0,0,0,0,1066,34,69,20,10,50,47,27,75,59,52,75,45,1.08,57,30,13,3.01
703233285,Neurology,211,1.374407583,222.7725118,105.1642654,75.27748815,88.06943128,0,0,0,0,0,290,12,11,11,10,15,18,18,22,37,65,75,28,6,39,0.98,6,1.2
511876915,Anesthesiology,570,5.492982456,849.4385965,418.8084737,311.3721579,301.7275439,0.2,11.73157895,5.356210526,5.247438596,5.247438596,3017,22,49,20,12,34,43,24,46,38,52,68,46,13,36,17,12,1.87
826740744,Psychiatry,413,1.089588378,371.9418886,137.8249637,102.3417918,103.3584504,0,0,0,0,0,450,19,25,26,12,36,40,28,47,37,58,75,46,13,40,20,13,2.11
375226705,Internal Medicine,209,6.636363636,2180.569378,642.7094258,495.9050239,484.7959809,0,0,0,0,0,1387,23,17,20,12,35,35,20,45,30,61,75,44,31,61,7,14,1.85
902249407,Cardiology,458,1.930131004,722.69869,205.7130786,158.2041703,159.0341485,0,0,0,0,0,884,27,19,21,22,47,62,31,41,43,67,75,55,10,38,7,12,2.82
227399464,General Surgery,122,1.803278689,341.4180328,151.6210656,96.85967213,114.889918,0,0,0,0,0,220,11,1.35,17,10,17,57,15,36,75,70,75,44,9,38,0.79,0.57,2
360473214,Neurology,347,1.04610951,412.778098,95.98763689,75.0918732,75.85651297,0,0,0,0,0,363,15,4,14,19,13,24,13,26,21,53,65,32,10,45,0.75,4,1.27
852751741,Emergency Medicine,68,30.22058824,1207.588235,879.9975,671.5575,614.8864706,0,0,0,0,0,2055,1.3,1.22,1.2,1.11,1.86,2.45,1.39,22,18,46,57,16,0.79,43,0.6,0.58,0.85
